query,clicks,impressions,avg_click_position,avg_impression_position,date
camelos  de menta de carmen vázquez vigo,1,1,-1,1,2025-01-31
el esecreto del mal,1,1,-1,7,2025-01-31
"potentes, prepotentes e impotentes. análisis",1,1,-1,4,2025-01-31
lola moreno la identidad perdida 2010 qui est cosme,1,1,-1,4,2025-01-31
resumen de la novela las viudas de los jueves,1,1,-1,1,2025-01-31
bajo la fria luz de octubre en que ciudad pasa,1,1,-1,4,2025-01-31
la ley del amor obra,1,1,-1,4,2025-01-31
historias de divan libro gabriel rolon resenas,1,1,-1,1,2025-01-31
libro nuestras riquezas resumen,1,1,-1,3,2025-01-31
resumen del libro huasipungo desde la página 47 hasta la 57,1,1,-1,7,2025-01-31
la hija del comunista aroa moreno,1,1,-1,28,2025-01-31
shueck libro resumen,1,1,-1,2,2025-01-31
resumen de los capítulos de darwin sobre el origen del hombre,1,1,-1,8,2025-01-31
resumen del libro erase dos veces el baron lamberto,1,1,-1,1,2025-01-31
memorias de un cruasan,1,1,-1,1,2025-01-31
besos en el pan personajes presentación,1,1,-1,7,2025-01-31
resumen sobre el crimen de la horda primitiva,1,1,-1,2,2025-01-31
cuando hablábamos con los muertos resumen,1,1,-1,3,2025-01-31
lara moreno la ciudad,1,1,-1,10,2025-01-31
en plena noche. m. santiago. resumen,1,1,-1,3,2025-01-31
las preguntas la vida fernando savater,1,1,-1,8,2025-01-31
henry fielding joseph andrews resumen en español,1,1,-1,8,2025-01-31
el secreto del orfebre novela final explicado,1,1,-1,1,2025-01-31
mort libro resumen,1,1,-1,1,2025-01-31
"en este relato, guy de maupassant describe el concepto del miedo a través de dos historias narradas por un protagonista anónimo. en la primera, el narrador siente un miedo intenso y su compañero fallece. en la segunda historia, durante una noche terr",1,1,-1,7,2025-01-31
explicacion de lectura del libro he jugado con lobos,1,1,-1,1,2025-01-31
reseña del libro en la cripta,1,1,-1,5,2025-01-31
cuentos de navidad charles dickens resumen,1,1,-1,8,2025-01-31
antropología cultural marvin harris detalles,1,1,-1,1,2025-01-31
el reino de este mundo summary,1,1,-1,10,2025-01-31
resumen kafka y la muñeca viajera,1,1,-1,2,2025-01-31
hhhh,0,481,-1,8,2025-01-31
el cazador del desierto libro  preguntas,0,12,-1,7,2025-01-31
informacion de la historia interminable,0,11,-1,9,2025-01-31
el monje que vendió su ferrari,0,5,-1,7,2025-01-31
el monje que vendio su ferrari,0,5,-1,7,2025-01-31
hhhh libro,0,5,-1,8,2025-01-31
por que los hombres aman a las cabronas,0,4,-1,6,2025-01-31
cinco panes de cebada,0,4,-1,9,2025-01-31
hhhh resumen,0,4,-1,4,2025-01-31
las puertas de lo possible,0,4,-1,5,2025-01-31
como agua para chocolate resumen,0,4,-1,10,2025-01-31
las sombras de longbourn,0,4,-1,8,2025-01-31
sorprendeme,0,3,-1,9,2025-01-31
resumen de la fiesta del chivo,0,3,-1,10,2025-01-31
las fosas de franco,0,3,-1,11,2025-01-31
miguel littin y marquez,0,3,-1,10,2025-01-31
canto general pablo neruda resumen,0,3,-1,7,2025-01-31
la pista de hielo ocean book download,0,3,-1,5,2025-01-31
hhhh laurent binet,0,2,-1,8,2025-01-31
"soledades, galerias y otros poemas de antonio machado resumé",0,2,-1,9,2025-01-31
resúmen de la llamada de los caracoles sa quado con los personajes,0,2,-1,4,2025-01-31
argumento del libro en las sombras,0,2,-1,4,2025-01-31
escrito en el agua quien mato a nel,0,2,-1,2,2025-01-31
desvacia agencia del espana vacia,0,2,-1,9,2025-01-31
laura gutman la maternidad,0,2,-1,8,2025-01-31
cinco semanas en globo,0,2,-1,9,2025-01-31
la columna de hierro de taylor caldwell,0,2,-1,9,2025-01-31
el inmortal borges analisis narrativo,0,2,-1,15,2025-01-31
amadís de gaula,0,2,-1,10,2025-01-31
la esfinge de los hielos,0,2,-1,7,2025-01-31
escuela de robots reseña,0,2,-1,3,2025-01-31
"resumen del libro ""la aldea perdida""",5,4,-1,2,2025-02-07
resumen de piloto de guerra,2,5,-1,1,2025-02-07
la curacionporelespiritu,2,3,-1,12,2025-02-07
dame un resumen de buda blues de mario mendoza,2,3,-1,3,2025-02-07
análisis del doctor heraclius gloss,2,2,-1,1,2025-02-07
el pequeño libro de la superación personal,2,2,-1,6,2025-02-07
aroma a lavanda libro resumen,2,2,-1,1,2025-02-07
muerte en el priorato libro resumen,2,2,-1,3,2025-02-07
los 7 habitos de los adolescentes altamente efectivos resumen,2,2,-1,9,2025-02-07
"mira lobe, insu-pu: la isla de los niños perdidos,sm",2,2,-1,6,2025-02-07
jaque al psicoanalista resumen,2,1,-1,8,2025-02-07
zusammenfassung mejor la ausencia,2,1,-1,1,2025-02-07
la tejedora de sueños buero vallejo argumento,2,1,-1,5,2025-02-07
resumen del libro de historia de la antigua roma de gonzalo braco,2,1,-1,1,2025-02-07
el tiempo y la promesa personajes,2,1,-1,2,2025-02-07
personajes del libro el señor del cero,2,1,-1,8,2025-02-07
la aldea perdida resumen,2,1,-1,2,2025-02-07
la senora cornelia analisis,2,1,-1,9,2025-02-07
cuentoel viento de las horas sinopsis pdf,2,1,-1,8,2025-02-07
hermanito de ibrahima balde,1,8,-1,7,2025-02-07
resumen libros puck lisbeth,1,4,-1,7,2025-02-07
de que trata los diarios intimos de anda y eva,1,4,-1,5,2025-02-07
erik vogler y los crímenes del rey blanco,1,3,-1,9,2025-02-07
la memoria de los seres perdidos resumen,1,3,-1,8,2025-02-07
resumen cielo abajo fernando marias,1,3,-1,3,2025-02-07
resúmenes por capitulos de el libro la tuneladora fernando lalana,1,3,-1,9,2025-02-07
resumen libro las madres carmen mola,1,2,-1,4,2025-02-07
libro filosofia en el tocar resumen,1,2,-1,1,2025-02-07
psoicplogoa persomalde jjda ikscariote,1,2,-1,6,2025-02-07
la lectura de corazon desconocida,1,2,-1,4,2025-02-07
el testamento resumen,1,2,-1,4,2025-02-07
resumen de la guerra nuestra de castro caicedo  en audiopdf,1,2,-1,1,2025-02-07
nuestra natacha resumen,1,2,-1,3,2025-02-07
resumen detallado somos uno sylvia day,1,2,-1,3,2025-02-07
resumen del cuento dado duende,1,2,-1,1,2025-02-07
resumen de la radiografia de la chica con tatuajes,1,2,-1,3,2025-02-07
resumen del libro o unico que queda e o amor,1,2,-1,9,2025-02-07
un beso de amigo analisis,1,2,-1,2,2025-02-07
el bosque de los pigmeos resumen,1,2,-1,2,2025-02-07
el gato con botas charles perrault resumen,1,2,-1,8,2025-02-07
cuales son los personajes del cementerio de los ingleses,1,2,-1,3,2025-02-07
radiografia de chica con tatuaje examen,1,2,-1,2,2025-02-07
dime un resumen de miguel delibes y detalles sobre la obra de lass ratas,1,2,-1,6,2025-02-07
resumen de la maestra gitana,1,2,-1,4,2025-02-07
cinco semanas en globo,1,1,-1,10,2025-02-07
resumen de la saga de sangre y cenizas completa,1,1,-1,9,2025-02-07
la cruzada de liberty,1,1,-1,3,2025-02-07
atreverse a amar nora roberts,1,1,-1,37,2025-02-07
"fragmento de ""os biosbardos""",1,1,-1,4,2025-02-07
las aventuras de una de maestra nombres de ctoresactores,1,1,-1,8,2025-02-07
antonia nieves concostrina,1,1,-1,6,2025-02-07
resumen libro el juego del alma,1,1,-1,7,2025-02-07
el trono de césar fuego y victoria resumen opiniones español,1,1,-1,2,2025-02-07
resumen del libro la leyenda del cid de agustin sanchez aguilar,1,1,-1,2,2025-02-07
summary of azul rubén darío,1,1,-1,8,2025-02-07
el espía del inca resumen,1,1,-1,3,2025-02-07
el monje que vendio su ferrari fly,1,1,-1,5,2025-02-07
el verdadero final de la bella durmiente resemen,1,1,-1,3,2025-02-07
resumen del libro sobre la desobediencia y otros ensayos,1,1,-1,2,2025-02-07
archivo de la tormentas resumen,1,1,-1,4,2025-02-07
"la voluntad de poder, libro de nietzsche, resumen del libro ann archives",1,1,-1,1,2025-02-07
irene sola canto yo y la montaña baila extracto,1,1,-1,3,2025-02-07
nietzche aurora explicación,1,1,-1,5,2025-02-07
lucrecio resumen,1,1,-1,4,2025-02-07
autores internacionales novela negra las siete iglesias,1,1,-1,2,2025-02-07
hazme un resumen del el anillo,1,1,-1,3,2025-02-07
el monje que vendio su ferrari flipbook,1,1,-1,7,2025-02-07
prometeo novela grafica,1,1,-1,40,2025-02-07
hombre light,1,1,-1,7,2025-02-07
argumento del libros joshep andrews,1,1,-1,6,2025-02-07
os biosbardos blanco amor,1,1,-1,3,2025-02-07
resumen del libro huasipungo desde la pajina 57 hasta la 67...pdf,1,1,-1,8,2025-02-07
resumen del tercer viaje al reino de la fantasía gerónimo stilton,1,1,-1,1,2025-02-07
un resumen de el texto corazon desconocido,1,1,-1,2,2025-02-07
el burgués gentil hombre,1,1,-1,6,2025-02-07
sintesis del libro de paloma solitaria,1,1,-1,1,2025-02-07
hhhh,0,788,-1,7,2025-02-07
mario alonso puig libros el ser creativo pequeños resumen,0,40,-1,6,2025-02-07
historia de la llama resumen,0,28,-1,7,2025-02-07
el caballero de la armadura oxidada,0,12,-1,9,2025-02-07
herradura dorada,0,6,-1,3,2025-02-07
concepto de “sangre y cenizas”,0,6,-1,6,2025-02-07
la noche del muñeco libro,0,6,-1,7,2025-02-07
resumen ls madre naturalwza parfo bazan,0,5,-1,3,2025-02-07
diario del fin del mundo pdf gratis,0,5,-1,27,2025-02-07
musica del viento,0,5,-1,7,2025-02-07
cuentos isaac asimov resumen,0,4,-1,7,2025-02-07
san manuel bueno martir resumen,0,4,-1,9,2025-02-07
la noche del muñeco viviente pesadillas,0,3,-1,8,2025-02-07
caliguala novela,0,3,-1,3,2025-02-07
rubias gritando en 4,0,3,-1,4,2025-02-07
detalles impeortanes de la casa en mango street,0,3,-1,4,2025-02-07
refranes famosos de pablo neruda el canto general,0,3,-1,8,2025-02-07
la araucana poema narrativo,0,3,-1,9,2025-02-07
el misterio de la cripta embrujada resumen,0,3,-1,9,2025-02-07
cuerpo a cuerpo libro,0,2,-1,4,2025-02-07
noche de alacranes,0,2,-1,6,2025-02-07
la insoportable levedad del ser sinopsis,0,2,-1,8,2025-02-07
ladro de genio,0,2,-1,4,2025-02-07
donde es el escenario al principio del capitulo uno del libro de la perla?,0,2,-1,9,2025-02-07
resumen de el libro huida al sur,3,1,-1,2,2025-02-14
cuentos hermann hesse resumen,2,5,-1,6,2025-02-14
la idea de la deshumanizacion de ortega y gasset resumen,2,4,-1,4,2025-02-14
personales del maestro iluminador,2,2,-1,3,2025-02-14
prediccion del  libro bosque encantado,2,2,-1,1,2025-02-14
privacidad en el poder,2,2,-1,3,2025-02-14
resumen diferente eloy moreno,2,2,-1,3,2025-02-14
autores de los cañones de zaragoza,2,2,-1,1,2025-02-14
arte artistico ortega y gasset resumen,2,2,-1,4,2025-02-14
el avismo del olvido resumen extenso,2,2,-1,3,2025-02-14
con los ojos cerrados libro resumen,2,2,-1,5,2025-02-14
el reino de este mundo alejo campretier resumen,2,2,-1,3,2025-02-14
resumen libro alas de fuego,2,1,-1,2,2025-02-14
quiero un resumen largo del libro la peste de la pagina primera hasta la 50,2,1,-1,10,2025-02-14
resumen del cuento el rito,2,1,-1,2,2025-02-14
un largo camino a casa resumen,2,1,-1,2,2025-02-14
"resumen de 'el rito', de laird barron y 'uzumaki' de junji ito",2,1,-1,2,2025-02-14
los sueños y el tiempo maría zambrano resumen,2,1,-1,1,2025-02-14
hhhh,1,650,-1,7,2025-02-14
cuando hablábamos con los muertos,1,7,-1,8,2025-02-14
"resumen del libro el santo, el surfista y el ejecutivo",1,4,-1,1,2025-02-14
el universo holográfico y joung,1,3,-1,9,2025-02-14
el quinto testigo resumen por capitulos,1,3,-1,3,2025-02-14
resumen del libro el dolor de los demas,1,3,-1,8,2025-02-14
resumen de la niña flor,1,3,-1,2,2025-02-14
piscinas vacías resumen,1,3,-1,2,2025-02-14
libro y decirte alguna estupidez por ejemplo te quiero,1,3,-1,5,2025-02-14
la ideología alemana resumen,1,3,-1,4,2025-02-14
investigar  sobre la novela solo cenizas hallaras,1,3,-1,2,2025-02-14
resumen de un libro resumido de gianni rodani,1,3,-1,6,2025-02-14
formas de ver la vida de los personajes de deseo bajo los olmos,1,3,-1,3,2025-02-14
la lengua de las mariposas resumen,1,2,-1,4,2025-02-14
the crazy haacks y el misterio del anillo resumen,1,2,-1,1,2025-02-14
citas os biosbardos libro pdf,1,2,-1,6,2025-02-14
resumen la historia de una maestra de teresa aldecoa,1,2,-1,6,2025-02-14
los casos del comisario croce,1,2,-1,10,2025-02-14
la condición humana resumen,1,2,-1,3,2025-02-14
meditaciones de marco aurelio resumido en graficos pdf,1,2,-1,6,2025-02-14
lo bello y lo sublime resumen,1,2,-1,6,2025-02-14
resúmenes quantic love,1,2,-1,2,2025-02-14
en diferente eloy moreno como luna llevava los reglos,1,2,-1,8,2025-02-14
libro de los sueños gorje luis borges,1,2,-1,3,2025-02-14
el dador ceremonias,1,2,-1,4,2025-02-14
el monarca de las sombras,1,1,-1,2,2025-02-14
resumen por capítulos del libro alegrías,1,1,-1,4,2025-02-14
mi verdadera historia pdf resumen,1,1,-1,3,2025-02-14
inventar el amor amand a quic k !ibrosdemario,1,1,-1,36,2025-02-14
adioses y bienvenidas pdf,1,1,-1,14,2025-02-14
rumbo a ti resumen libro,1,1,-1,1,2025-02-14
sinueh el egypcio resumen por capitulo,1,1,-1,7,2025-02-14
la fortun de matilda turpin commentiares,1,1,-1,7,2025-02-14
lamontaña parlsnte resumen,1,1,-1,2,2025-02-14
nombra la mayor celebración anual de la comunidad en el libro el dador capitulo 6,1,1,-1,1,2025-02-14
resumen de libro la historia de la fealdad por capitulo,1,1,-1,4,2025-02-14
"novela el espia del inca rafael dumett, personajes",1,1,-1,2,2025-02-14
canaima historia resumida,1,1,-1,1,2025-02-14
tiempo transcurrido en pepa a loba,1,1,-1,4,2025-02-14
la educación física villajos resumen pdf,1,1,-1,2,2025-02-14
la fortuna de matilda turpin resumen,1,1,-1,3,2025-02-14
libro que trata la lentitud y la calma,1,1,-1,3,2025-02-14
«misterio de la séptima muerte»,1,1,-1,3,2025-02-14
belen gopegui : la conquista del aire résumé,1,1,-1,1,2025-02-14
trama de las nuevas amistades de garcia hortelano,1,1,-1,1,2025-02-14
resumen de la tormenta de nieve,1,1,-1,2,2025-02-14
anecdotes la lengua de las mariposas,1,1,-1,57,2025-02-14
novela crepúsculo rezcapitulos,1,1,-1,8,2025-02-14
preguntas y respuestas sobre el libro de salvaje de boston autora gloria v casañas,1,1,-1,2,2025-02-14
breadly julia libro de isabel-clara simó,1,1,-1,6,2025-02-14
la bestia humana emile zola resumen,1,1,-1,8,2025-02-14
"resumen de julia, de isabel-clara simó",1,1,-1,2,2025-02-14
analisar y resumir el libro audiencia con el diablo,1,1,-1,2,2025-02-14
como trata los temas la historia de la feladad cap 5,1,1,-1,5,2025-02-14
libros hijoa de la oscuri,0,13,-1,6,2025-02-14
viaje al oeste,0,8,-1,6,2025-02-14
hhhh laurent binet,0,5,-1,9,2025-02-14
asquerosos,0,5,-1,8,2025-02-14
el bosque encantado,0,4,-1,4,2025-02-14
relaciom romantica del personal del hotel 3,0,4,-1,8,2025-02-14
un resumen del libro de mi lucha de adolf hitler,0,4,-1,7,2025-02-14
la mandrágora maquiavelo resumen,0,4,-1,5,2025-02-14
noche de alacranes,0,3,-1,6,2025-02-14
del cielo hasta abajo,0,3,-1,3,2025-02-14
miles de millones,0,3,-1,8,2025-02-14
azul ruben dario resumen,0,3,-1,10,2025-02-14
el monstruo de las galletas vernor vinge,0,3,-1,9,2025-02-14
resumen del libro donde el corazón te llwve,0,3,-1,4,2025-02-14
corazon desconocido,0,3,-1,6,2025-02-14
el médico de su honra resumen,0,3,-1,10,2025-02-14
libro poderosa mente – bernabé tierno resumen,0,3,-1,3,2025-02-14
qual es el año de publiccacion del libro ley de la callle,0,3,-1,8,2025-02-14
los mares del sur,0,2,-1,5,2025-02-14
cual es el secreto del libro piensa y hagase rico de napoleon hill,0,2,-1,9,2025-02-14
gentil hombre obra de teatro,0,2,-1,3,2025-02-14
abel sanchez resumen,0,2,-1,8,2025-02-14
shrek basadp libro,0,2,-1,7,2025-02-14
libros de dinosaurios resumen,0,2,-1,5,2025-02-14
brecht historia del senor keuner,0,2,-1,6,2025-02-14
"lemebel, pedro, tengo miedo torero, resumen en français",0,2,-1,9,2025-02-14
patria fernando aramburu resumen,0,2,-1,10,2025-02-14
el fogonero pelicula,0,2,-1,6,2025-02-14
biblia satánica claves equinoterapia+,2,8,-1,9,2025-02-21
la estanquera de vallecas resumen y personajes,2,2,-1,7,2025-02-21
ideas de ortega y gasset acerca del arte,2,2,-1,2,2025-02-21
discurso sobre la primera decada de nicolas,2,2,-1,18,2025-02-21
carolus rex ramon j resumen,2,2,-1,3,2025-02-21
"la tuneladora  fernando lalana resumen, personajes",2,2,-1,3,2025-02-21
resumen me hice luchera zoé valdes,2,2,-1,1,2025-02-21
resumen jon bilbao los extraños,2,2,-1,4,2025-02-21
resumenes el abuelo benito perez galdos,2,2,-1,1,2025-02-21
libro los dioses del norte 1 resumen,2,1,-1,2,2025-02-21
el origen del hombre libro,2,1,-1,9,2025-02-21
resumen de la tormente del siglo de stephen king,2,1,-1,2,2025-02-21
resumen extenso de el lejano pais de los estanques,2,1,-1,8,2025-02-21
cómo hacer que te pasen cosas buenas resumen,2,1,-1,8,2025-02-21
adolescentes altamente efectivos pdf,2,1,-1,51,2025-02-21
síntesis libro de edith eger,2,1,-1,2,2025-02-21
he jugado con lobos gabriel janer manila resumen,2,1,-1,1,2025-02-21
el soberbio orinoco resumen,2,1,-1,4,2025-02-21
el cementerio de los ingleses resumen de jose maria mendiola,2,1,-1,3,2025-02-21
viaje al oeste,1,16,-1,7,2025-02-21
la sonrisa del flamenco,1,6,-1,6,2025-02-21
rubias en 4,1,4,-1,1,2025-02-21
el origen de la familia la propiedad privada y el estado resumen,1,4,-1,6,2025-02-21
viven piers paul read,1,4,-1,4,2025-02-21
cual es el secreto de charlotte y de la en la solterona,1,3,-1,1,2025-02-21
las leyes de la frontera resumen por capitulos,1,3,-1,7,2025-02-21
audiolibro de los vecinos mueren en las novelas,1,3,-1,8,2025-02-21
libro radigrafia de una chica con tatuaje en pdf,1,3,-1,10,2025-02-21
corredores de sombras resumen por capitulos,1,3,-1,9,2025-02-21
el expreso de la medianoche novela,1,3,-1,6,2025-02-21
resumen del libro corazón de tinta,1,2,-1,5,2025-02-21
desenlace del libro tierra de nadie de juan carlos onetti,1,2,-1,2,2025-02-21
libro de carlos fuentes naturales sobre resumen,1,2,-1,1,2025-02-21
bentibú resumen,1,2,-1,4,2025-02-21
los 7 hábitos de los adolescentes altamente efectivos del autor sean covey resumen,1,2,-1,4,2025-02-21
satiricon petronio resumen,1,2,-1,3,2025-02-21
solo un beso puede salvarme libro,1,2,-1,6,2025-02-21
el cuarto arcano 2 resumen,1,2,-1,4,2025-02-21
carolus rex resumen,1,2,-1,4,2025-02-21
agatha chirsitie las manzaznas n resumen,1,2,-1,7,2025-02-21
abuelita opalina resumen,1,2,-1,3,2025-02-21
las emociones eduardo punset reflexiones,1,2,-1,3,2025-02-21
"con una prosa cuidada y una meticulosa investigación histórica, la autora logra recrear de manera vívida un periodo turbulento de la historia española. temas tratados la beltraneja aborda temas como la legitimidad del poder, la lucha por el trono y los entresijos de la corte medieval, mostrando la complejidad de las relaciones de poder y la fragilidad de las alianzas políticas en una época marcada por la intriga y la traición. relevancia cultural y social",1,2,-1,5,2025-02-21
redumenes del libro valkiria game over pdf,1,2,-1,6,2025-02-21
